MaStR-Nr. der Stromerzeugungseinheit,Anzeige-Name der Stromerzeugungseinheit,Bundesland der Einheit,Auswertung Energieträger,Bruttoleistung in MW,Nettonennleistung (elektrische Wirkleistung) in MW,Volleinspeisung oder Teileinspeisung?,Anschlussnetzbetreiber,Spannungsebene
SEE945148512650,PSW Goldisthal PSS A,Thüringen,Pumpspeicher,265,263,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE974189836364,PSW Goldisthal PSS B,Thüringen,Pumpspeicher,265,263,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE943653719359,PSW Goldisthal PSS C,Thüringen,Pumpspeicher,265,263,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE901345486644,PSW Goldisthal PSS D,Thüringen,Pumpspeicher,265,263,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE9-Dummy-EEG,,Hessen,Biomasse,253.75156,258.31806,,,
SEE909002940690,GKM Block 6,Baden-Württemberg,Steinkohle,280,255,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486); MVV Netze GmbH (SNB985472799266); Pfalzwerke Netz AG (SNB961471621746); TransnetBW GmbH (SNB984944755380),Höchstspannung; Höchstspannung; Hochspannung; Hochspannung; Mittelspannung
SEE969670581717,KW2 DT27,Rheinland-Pfalz,Erdgas,270,250,Teileinspeisung (einschließlich Eigenverbrauch),Mainzer Netze GmbH (SNB959523885956),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE989733403879,KW Silz - Maschine 1,Österreich,Pumpspeicher,250,250,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Hochspannung
SEE965029367872,KW Silz - Maschine 2,Österreich,Pumpspeicher,250,250,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Hochspannung
BNA0375,Staudinger,Hessen,Steinkohle,,249,,TenneT TSO GmbH ,Höchstspannung (HöS)
SEE9-Dummy-nicht_EEG,,ohne Zuordnung,Abfall,248,248,,,
SEE933021962319,Waldeck 2 F1,Hessen,Pumpspeicher,240,240,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE996080766151,Waldeck 2 F2,Hessen,Pumpspeicher,240,240,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE934927915690,Rheinhafen- Dampfkraftwerk RDK 4S GT,Baden-Württemberg,Erdgas,239,239,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE931018364146,KW Wehr MS A10,Baden-Württemberg,Pumpspeicher,227.5,227.5,,Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE929967552172,KW Wehr MS A9,Baden-Württemberg,Pumpspeicher,227.5,227.5,,Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE954610139165,KW Wehr MS B10,Baden-Württemberg,Pumpspeicher,227.5,227.5,,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE945727561772,KW Wehr MS B9,Baden-Württemberg,Pumpspeicher,227.5,227.5,,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE915966254872,Hamborn 5,Nordrhein-Westfalen,Sonstige Energieträger (nicht erneuerbar),241,225,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Hochspannung; Hochspannung; Niederspannung (= Hausanschluss/Haushaltsstrom)
SEE9-Dummy-EEG,,Niedersachsen,Windenergie (Offshore-Anlage),224.1,224.1,,,
SEE9-Dummy-EEG,,Thüringen,Biomasse,209.0967,218.3547,,,
SEE9-Dummy-EEG,,Rheinland-Pfalz,Biomasse,211.05616,211.80616,,,
SEE987838157994,Fenne HKV,Saarland,Steinkohle,236,211,Teileinspeisung (einschließlich Eigenverbrauch),Creos Deutschland GmbH (SNB940133714842),Hochspannung
SEE920494524915,GuD Mitte GT11,Rheinland-Pfalz,Erdgas,206,204,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE914414538991,GuD Mitte GT12,Rheinland-Pfalz,Erdgas,206,204,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE9-Dummy-EEG,,Bremen,Windenergie (Onshore-Anlage),202.914,202.914,,,
BNA0642,GKM ,Baden-Württemberg,Steinkohle,,202.5,,"Transnet BW, Pfalzwerke Netzgesellschaft, Netrion, DB Energie GmbH",220/110/10
BNA0643,GKM ,Baden-Württemberg,Steinkohle,,202.5,,"Transnet BW, Pfalzwerke Netzgesellschaft, Netrion, DB Energie GmbH",220/110/10
SEE958882764216,Pumpspeicherkraftwerk Erzhausen,Niedersachsen,Pumpspeicher,220,200,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE909886576275,Weisweiler G VGT,Nordrhein-Westfalen,Erdgas,202,200,Volleinspeisung,Westnetz GmbH (SNB921897286493),Hochspannung
SEE999117793854,Weisweiler H VGT,Nordrhein-Westfalen,Erdgas,202,200,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE932845933635,Vianden M11,Luxemburg,Pumpspeicher,198,198,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE975561989005,Vianden M10,Luxemburg,Pumpspeicher,196,196,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE991220769276,Dormagen DT,Nordrhein-Westfalen,Erdgas,194,194,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE926367113644,Obervermuntwerk II Maschine 1 Turbine,Österreich,Pumpspeicher,190,190,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE984944424651,Obervermuntwerk II Maschine 2 Turbine,Österreich,Pumpspeicher,190,190,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
BNA0918a,Dow Stade,Niedersachsen,Erdgas,,190,,TenneT TSO GmbH ,Höchstspannung (HöS)
SEE937536026146,GuD Marzahn Gasturbine,Berlin,Erdgas,196,189.5,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Hochspannung
BNA1035,Kraftwerk Werdohl-Elverlingsen,Nordrhein-Westfalen,Steinkohle,,186,,Enervie AssetNetWork GmbH ,Hochspannung (HS)
SEE923401813959,GuD Lichterfelde Gasturbine,Berlin,Erdgas,190,185,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Hochspannung
SEE914857304191,Dormagen GT1,Nordrhein-Westfalen,Erdgas,189,184,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE908089235248,Dormagen GT2,Nordrhein-Westfalen,Erdgas,189,184,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE919393178787,Fenne MKV,Saarland,Steinkohle,195,179,Teileinspeisung (einschließlich Eigenverbrauch),Creos Deutschland GmbH (SNB940133714842),Hochspannung
SEE9-Dummy-EEG,,Thüringen,Wasser,176.16921,176.28921,,,
SEE998292984538,illwerke vkw Kopswerk II M1,Österreich,Pumpspeicher,175,175,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE942841758538,illwerke vkw Kopswerk II M2,Österreich,Pumpspeicher,175,175,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE957189569340,illwerke vkw Kopswerk II M3,Österreich,Pumpspeicher,175,175,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE939026884250,PSW Markersbach PSS A,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE952165584195,PSW Markersbach PSS B,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE940802366570,PSW Markersbach PSS C,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE904052511746,PSW Markersbach PSS D,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE911219414864,PSW Markersbach PSS E,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE983006552202,PSW Markersbach PSS F,Sachsen,Pumpspeicher,175,174.2,Volleinspeisung,50Hertz Transmission GmbH (SNB982046657236),Höchstspannung
SEE944122961347,GuD Süd GT1,Rheinland-Pfalz,Erdgas,175,173,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE923421872301,GuD Süd GT2,Rheinland-Pfalz,Erdgas,167.5,165.5,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung
SEE936262825863,Ruhrort 4,Nordrhein-Westfalen,Sonstige Energieträger (nicht erneuerbar),177,164.7,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Hochspannung; Hochspannung; Niederspannung (= Hausanschluss/Haushaltsstrom)
SEE904819420762,HKW Mitte Gasturbine 1,Berlin,Erdgas,172,164,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Hochspannung
SEE948541471333,HKW Mitte Gasturbine 2,Berlin,Erdgas,172,164,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Hochspannung
SEE925333539921,Koepchenwerk Bl.,Nordrhein-Westfalen,Pumpspeicher,165,162,Volleinspeisung,Westnetz GmbH (SNB921897286493),Hochspannung
SEE973793127974,KW Mittelsbüren Block 4,Bremen,Sonstige Energieträger (nicht erneuerbar),240,160,Teileinspeisung (einschließlich Eigenverbrauch),wesernetz Bremen GmbH (SNB942238573102),Hochspannung
SEE9-Dummy-nicht_EEG,,ohne Zuordnung,Wärme,157,157,,,
BNA0140,KW Hastedt,Bremen,Erdgas,,155,,Wesernetz Bremen GmbH,Hochspannung (HS)
SEE987197130805,HKW Tiefstack,Hamburg,Steinkohle,170,154,Volleinspeisung,Hamburger Energienetze GmbH (SNB968295079586),Hochspannung
SEE9-Dummy-EEG,,Hamburg,Solare Strahlungsenergie,152.080757,152.080757,,,
BNA0414,Westfalen,Nordrhein-Westfalen,Steinkohle,,152,,Westnetz GmbH,Hochspannung (HS)
BNA0415,Westfalen,Nordrhein-Westfalen,Steinkohle,,152,,Westnetz GmbH,Hochspannung (HS)
BNA0618,KW Lünen,Nordrhein-Westfalen,Steinkohle,,149,,Westnetz GmbH/DB Energie GmbH,Hochspannung (HS)
SEE964114029633,Kraftwerk Walheim Block 2,Baden-Württemberg,Steinkohle,160,148,Volleinspeisung,Netze BW GmbH (SNB948311994307),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE916609233650,DT Niehl 2 RheinEnergie,Nordrhein-Westfalen,Erdgas,147.001,147,Volleinspeisung,Rheinische NETZGesellschaft mbH (SNB924477581384),Hochspannung; Hochspannung
SEE980327120226,SWM HKW Sued GuD2 GT61,Bayern,Erdgas,146.5,146.3,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE976219797843,SWM HKW Sued GuD2 GT62,Bayern,Erdgas,146.5,146.3,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE9-Dummy-EEG,,Nordrhein-Westfalen,Wasser,143.94071,144.54071,,,
SEE956127306573,KW Kühtai - Maschine 1,Österreich,Pumpspeicher,144.5,144.5,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Hochspannung
SEE901980882672,KW Kühtai - Maschine 2,Österreich,Pumpspeicher,144.5,144.5,Volleinspeisung,TenneT TSO GmbH (SNB970033313272),Hochspannung
BNA0080,Lichterfelde,Berlin,Erdgas,,144,,Stromnetz Berlin GmbH,Hochspannung (HS)
BNA0076,Lichterfelde,Berlin,Erdgas,,144,,Stromnetz Berlin GmbH,Hochspannung (HS)
BNA0075,Lichterfelde,Berlin,Erdgas,,144,,Stromnetz Berlin GmbH,Hochspannung (HS)
SEE977258693776,Wilhelmshaven 1 ZT,Niedersachsen,Steinkohle,140,140,Volleinspeisung,,Hochspannung
SEE996285049943,KW3 DT32,Rheinland-Pfalz,Erdgas,139.7,139.7,Volleinspeisung,Mainzer Netze GmbH (SNB959523885956),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE959000487536,HKW West Block 1,Niedersachsen,Steinkohle,153,138.5,Volleinspeisung,VW KRAFTWERK Gesellschaft mit beschränkter Haftung (SNB978865527096),Hochspannung
SEE917432813484,HKW West Block 2,Niedersachsen,Steinkohle,153,138.5,Volleinspeisung,VW KRAFTWERK Gesellschaft mit beschränkter Haftung (SNB978865527096),Hochspannung
BNA0310,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,138,,Westnetz GmbH,Hochspannung (HS)
SEE947816911833,Gasturbinenanlage 12,Bayern,Erdgas,141,137,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE960100973492,HKW Wedel Block 1,Schleswig-Holstein,Steinkohle,152.8,137,Volleinspeisung,Hamburger Energienetze GmbH (SNB968295079586),Hochspannung
SEE987633796220,GKH 1,Niedersachsen,Steinkohle,150,136,Teileinspeisung (einschließlich Eigenverbrauch),enercity Netz GmbH (SNB971746988153),Hochspannung
SEE932928232242,GKH 2,Niedersachsen,Steinkohle,150,136,Teileinspeisung (einschließlich Eigenverbrauch),enercity Netz GmbH (SNB971746988153),Hochspannung
SEE911613995433,Kraftwerk Walheim GTD,Baden-Württemberg,Mineralölprodukte,143,136,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
BNA0308,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,136,,Amprion GmbH,Höchstspannung (HöS)
BNA1022,Weisweiler,Nordrhein-Westfalen,Braunkohle,,135,,Amprion GmbH,Höchstspannung (HöS)
BNA0309,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,135,,Amprion GmbH,Höchstspannung (HöS)
BNA0212,HKW II/B,Nordrhein-Westfalen,Steinkohle,,133,,Netze Duisburg GmbH,Hochspannung (HS)
BNA0312,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,133,,Amprion GmbH,Höchstspannung (HöS)
BNA0447,KW Herne,Nordrhein-Westfalen,Steinkohle,,133,,Amprion GmbH,Höchstspannung (HöS)
BNA0306,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,132,,Amprion GmbH,Höchstspannung (HöS)
BNA0448,Shamrock,Nordrhein-Westfalen,Steinkohle,,132,,Amprion GmbH,Hochspannung (HS)
BNA0311,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,131,,Westnetz GmbH,Hochspannung (HS)
BNA0303,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,130,,Westnetz GmbH,Hochspannung (HS)
BNA0305,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,130,,Amprion GmbH,Höchstspannung (HöS)
BNA0302,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,129,,Westnetz GmbH,Hochspannung (HS)
BNA0215,KW Walsum,Nordrhein-Westfalen,Steinkohle,,129,,Amprion GmbH,Höchstspannung (HöS)
BNA0307,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,128,,Amprion GmbH,Höchstspannung (HöS)
SEE996720450723,SWM HKW Sued GuD2 DT60,Bayern,Erdgas,131.585,127.6,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung
SEE913896693631,GuD Tiefstack,Hamburg,Erdgas,129.4,127,Volleinspeisung,Hamburger Energienetze GmbH (SNB968295079586),Hochspannung
BNA0145,KW Hafen,Bremen,Steinkohle,,127,,Wesernetz Bremen GmbH,Hochspannung (HS)
SEE987407788451,Heizkraftwerk Hagen Kabel H4,Nordrhein-Westfalen,Erdgas,129.5,126,Volleinspeisung,ENERVIE Vernetzt GmbH (SNB921319639913),Hochspannung
SEE9-Dummy-EEG,,Hamburg,Windenergie (Onshore-Anlage),125.4998,125.4998,,,
SEE968847258773,Heizkraftwerk Heilbronn HLB 5,Baden-Württemberg,Steinkohle,137,125,Volleinspeisung,Netze BW GmbH (SNB948311994307),Hochspannung
SEE935086224739,Heizkraftwerk Heilbronn HLB 6,Baden-Württemberg,Steinkohle,137,125,Volleinspeisung,Netze BW GmbH (SNB948311994307),Hochspannung; Hochspannung; Hochspannung
BNA0710,Niederaußem,Nordrhein-Westfalen,Braunkohle,,125,,Amprion GmbH,Höchstspannung (HöS)
BNA0711,Niederaußem,Nordrhein-Westfalen,Braunkohle,,125,,Amprion GmbH,Höchstspannung (HöS)
BNA0304,Frimmersdorf,Nordrhein-Westfalen,Braunkohle,,124,,Amprion GmbH,Höchstspannung (HöS)
BNA0082,Reuter,Berlin,Steinkohle,,124,,Stromnetz Berlin GmbH,Hochspannung (HS)
BNA1021,Weisweiler,Nordrhein-Westfalen,Braunkohle,,123,,Amprion GmbH,Höchstspannung (HöS)
SEE972461974179,Heizkraftwerk Hagen-Kabel H5,Nordrhein-Westfalen,Erdgas,124.5,121,Volleinspeisung,ENERVIE Vernetzt GmbH (SNB921319639913),Hochspannung
BNA0292,Fab Frechen,Nordrhein-Westfalen,Braunkohle,120,120,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE968950464368,KW Hastedt Block 15,Bremen,Steinkohle,130,119,Teileinspeisung (einschließlich Eigenverbrauch),,Hochspannung
SEE992187994404,HKW Mitte Dampfturbine,Berlin,Erdgas,117.16,116,Volleinspeisung,Stromnetz Berlin GmbH (SNB979269087643),Hochspannung; Hochspannung
SEE934530018092,HKW Wedel Block 2,Schleswig-Holstein,Steinkohle,133.6,116,Volleinspeisung,Hamburger Energienetze GmbH (SNB968295079586),Hochspannung
SEE9-Dummy-EEG,,Bremen,Solare Strahlungsenergie,115.600246,115.600246,,,
SEE929077603696,GuD Lichterfelde Dampfturbine,Berlin,Erdgas,125,115,Teileinspeisung (einschließlich Eigenverbrauch),Stromnetz Berlin GmbH (SNB979269087643),Hochspannung
SEE968136280119,Rheinhafen- Dampfkraftwerk  RDK 4S DT,Baden-Württemberg,Erdgas,124.5,114,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
BNA0189,Datteln,Nordrhein-Westfalen,Steinkohle,,113,,DB Energie GmbH,Hochspannung (HS)
SEE919296928137,Sammelschienen-Kraftwerk Gas- und Dampfturbinen,Bayern,Erdgas,116.149,112.719,Volleinspeisung,Mainsite GmbH & Co. KG (SNB974647435931),Mittelspannung
SEE964242179781,Gersteinwerk K,Nordrhein-Westfalen,Erdgas,112.5,112,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE994429144455,HKW West Block 4,Hessen,Erdgas,112,110.755,Volleinspeisung,NRM Netzdienste Rhein-Main GmbH (SNB921899277833),Hochspannung
SEE919134316447,Schkopau A+B Bahngenerator,Sachsen-Anhalt,Braunkohle,112,110,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
BNA0143,KW Mittelsbüren,Bremen,"Sonstige Energieträger
(nicht erneuerbar)",,110,,DB Energie GmbH,Hochspannung (HS)
SEE907933719545,Kraftwerk Herrenhausen Block B,Niedersachsen,Erdgas,120,110,Volleinspeisung,,Hochspannung
SEE978207781308,GuD Merkenich RheinEnergie,Nordrhein-Westfalen,Erdgas,110.2,108.2,Volleinspeisung,Rheinische NETZGesellschaft mbH (SNB924477581384),Hochspannung
SEE934669010578,Bitterfeld GuD,Sachsen-Anhalt,Erdgas,110,108,Volleinspeisung,Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung; Hochspannung
SEE954086855965,1MKA,Brandenburg,Mineralölprodukte,117,106,Teileinspeisung (einschließlich Eigenverbrauch),E.DIS Netz GmbH (SNB941690671609),Hochspannung
SEE995943794058,2MKA,Brandenburg,Mineralölprodukte,117,106,Teileinspeisung (einschließlich Eigenverbrauch),E.DIS Netz GmbH (SNB941690671609),Hochspannung
BNA0253,Kraftwerk Ensdorf,Saarland,Steinkohle,,106,,Amprion GmbH,Höchstspannung (HöS)
SEE969616938483,BHKW Hastedt,Bremen,Erdgas,106.575,105.978,Volleinspeisung,wesernetz Bremen GmbH (SNB942238573102),Hochspannung
SEE928580946900,GuD-Heizkraftwerk M120,Hessen,Erdgas,104.5,103,Volleinspeisung,Syna GmbH (SNB918250928893),Hochspannung
SEE916877868585,Hamborn 4,Nordrhein-Westfalen,Sonstige Energieträger (nicht erneuerbar),108,101.3,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Hochspannung; Hochspannung; Niederspannung (= Hausanschluss/Haushaltsstrom)
SEE987007882719,GuD West 40 Gasturbine,Niedersachsen,Erdgas,101,101,Volleinspeisung,VW KRAFTWERK Gesellschaft mit beschränkter Haftung (SNB978865527096),Hochspannung
SEE990778985312,GuD West 50 Gasturbine,Niedersachsen,Erdgas,101,101,Volleinspeisung,VW KRAFTWERK Gesellschaft mit beschränkter Haftung (SNB978865527096),Hochspannung
SEE957083466325,SWD KWL AGuD,Nordrhein-Westfalen,Erdgas,102,100,Volleinspeisung,Netzgesellschaft Düsseldorf mbH (SNB933956506145),Hochspannung
SEE986097297199,CED_GuD_Staßfurt,Sachsen-Anhalt,Erdgas,125,100,Teileinspeisung (einschließlich Eigenverbrauch),Avacon Netz GmbH (SNB990362338043),Hochspannung
SEE965730885047,Vianden M1,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE915170466979,Vianden M2,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE962712912357,Vianden M3,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE908227299279,Vianden M4,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE903949785369,Vianden M5,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE942100679987,Vianden M6,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE947853008176,Vianden M7,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE968458734758,Vianden M8,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
SEE929031511661,Vianden M9,Luxemburg,Pumpspeicher,100,100,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Höchstspannung
